,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
309,8,30,0.2253,0.2617,0.9365,0.9283,0.01,64,sgd,MLPZeroReLu
310,8,31,0.2252,0.2618,0.9366,0.9283,0.01,64,sgd,MLPZeroReLu
311,8,32,0.2251,0.2618,0.9366,0.9283,0.01,64,sgd,MLPZeroReLu
312,8,33,0.225,0.2618,0.9366,0.9282,0.01,64,sgd,MLPZeroReLu
313,8,34,0.2249,0.2618,0.9366,0.9282,0.01,64,sgd,MLPZeroReLu
314,8,35,0.2248,0.2618,0.9366,0.9282,0.01,64,sgd,MLPZeroReLu
315,8,36,0.2247,0.2618,0.9366,0.9282,0.01,64,sgd,MLPZeroReLu
316,8,37,0.2247,0.2618,0.9366,0.9282,0.01,64,sgd,MLPZeroReLu
317,8,38,0.2246,0.2618,0.9367,0.9282,0.01,64,sgd,MLPZeroReLu
318,8,39,0.2245,0.2618,0.9367,0.9282,0.01,64,sgd,MLPZeroReLu
319,8,40,0.2244,0.2618,0.9367,0.9282,0.01,64,sgd,MLPZeroReLu
